name,start,end,strand,orf_annotation,conserved_proteins,col,gene_type,cex,lty,lwd,pch,chr
gene_1_SAMEA2621085_65,452,745,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_2_SAMEA2621085_65,745,1248,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_3_SAMEA2621085_65,1248,1814,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_4_SAMEA2621085_65,1818,2129,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_5_SAMEA2621085_65,2126,3271,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_6_SAMEA2621085_65,3330,3518,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_7_SAMEA2621085_65,3515,3916,-,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_8_SAMEA2621085_65,4175,4747,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_9_SAMEA2621085_65,4744,5163,+,HD domain,,whitesmoke,arrows,1,1,1,8,SAMEA2621085_65
gene_10_SAMEA2621085_65,5160,6077,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_11_SAMEA2621085_65,6074,6856,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_12_SAMEA2621085_65,6907,7227,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_13_SAMEA2621085_65,7436,7594,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_14_SAMEA2621085_65,7591,7911,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_15_SAMEA2621085_65,8067,8699,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
gene_16_SAMEA2621085_65,8711,8968,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621085_65
