name,start,end,strand,orf_annotation,conserved_proteins,col,gene_type,cex,lty,lwd,pch,chr
gene_1_SAMEA2621151_40,1,471,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_2_SAMEA2621151_40,1231,1647,-,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_3_SAMEA2621151_40,1646,2125,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_4_SAMEA2621151_40,2122,2346,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_5_SAMEA2621151_40,2465,2794,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_6_SAMEA2621151_40,2791,3243,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_7_SAMEA2621151_40,3240,3368,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_8_SAMEA2621151_40,3365,3652,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_9_SAMEA2621151_40,3667,5736,+,SNF2 family helicase,,whitesmoke,arrows,1,1,1,8,SAMEA2621151_40
gene_10_SAMEA2621151_40,5952,6143,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_11_SAMEA2621151_40,6143,6361,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_12_SAMEA2621151_40,6361,6492,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_13_SAMEA2621151_40,6489,6608,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_14_SAMEA2621151_40,6605,7111,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_15_SAMEA2621151_40,7166,9727,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_16_SAMEA2621151_40,9724,10971,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_17_SAMEA2621151_40,10968,11375,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_18_SAMEA2621151_40,11368,11640,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_19_SAMEA2621151_40,11640,12260,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_20_SAMEA2621151_40,12308,12910,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_21_SAMEA2621151_40,12911,14677,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_22_SAMEA2621151_40,14724,14993,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_23_SAMEA2621151_40,15152,15892,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
gene_24_SAMEA2621151_40,16027,16560,+,hypothetical protein,,Gray,arrows,1,1,1,8,SAMEA2621151_40
