name,start,end,strand,orf_annotation,conserved_proteins,col,gene_type,cex,lty,lwd,pch,chr
gene_1_SAMEA2620078_38,3,272,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_2_SAMEA2620078_38,273,551,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_3_SAMEA2620078_38,555,800,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_4_SAMEA2620078_38,802,1164,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_5_SAMEA2620078_38,1166,1555,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_6_SAMEA2620078_38,1566,1772,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_7_SAMEA2620078_38,1782,3932,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_8_SAMEA2620078_38,3932,6472,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_9_SAMEA2620078_38,6469,7107,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_10_SAMEA2620078_38,7113,8528,+,terminase,terminase,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_11_SAMEA2620078_38,8512,9912,+,UvrD-like helicase/homing endonuclease,UvrD-like helicase/homing endonuclease,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_12_SAMEA2620078_38,9912,11552,+,phage portal protein,phage portal protein,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_13_SAMEA2620078_38,11554,11778,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_14_SAMEA2620078_38,11781,14282,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_15_SAMEA2620078_38,14285,14512,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_16_SAMEA2620078_38,14514,15050,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_17_SAMEA2620078_38,15059,17560,+,ATP-dependent DNA ligase,ATP-dependent DNA ligase,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_18_SAMEA2620078_38,17602,18888,+,phage prohead protease,phage prohead protease,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_19_SAMEA2620078_38,18925,20247,+,major capsid protein,major capsid protein,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_20_SAMEA2620078_38,20278,20835,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_21_SAMEA2620078_38,20846,21184,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_22_SAMEA2620078_38,21271,21570,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_23_SAMEA2620078_38,21583,24600,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_24_SAMEA2620078_38,24600,25679,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_25_SAMEA2620078_38,25681,25902,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_26_SAMEA2620078_38,25895,26515,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_27_SAMEA2620078_38,26543,28804,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_28_SAMEA2620078_38,28837,29205,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_29_SAMEA2620078_38,29202,29411,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_30_SAMEA2620078_38,29416,31485,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_31_SAMEA2620078_38,31490,32242,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_32_SAMEA2620078_38,32255,33610,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
gene_33_SAMEA2620078_38,33603,41369,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,SAMEA2620078_38
