name,start,end,strand,orf_annotation,conserved_proteins,col,gene_type,cex,lty,lwd,pch,chr
gene_1_contig_154940,7,807,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_2_contig_154940,976,1494,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_3_contig_154940,1581,2045,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_4_contig_154940,2046,2306,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_5_contig_154940,2843,3769,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_6_contig_154940,3854,5872,-,AAA domain (dynein-related subfamily),,whitesmoke,arrows,1,1,1,8,contig_154940
gene_7_contig_154940,7226,7453,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_8_contig_154940,7469,8950,-,terminase,terminase,whitesmoke,arrows,1,1,1,8,contig_154940
gene_9_contig_154940,8931,9140,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_10_contig_154940,9133,10359,-,UvrD-like helicase/homing endonuclease,UvrD-like helicase/homing endonuclease,whitesmoke,arrows,1,1,1,8,contig_154940
gene_11_contig_154940,10795,12159,+,phage portal protein,phage portal protein,whitesmoke,arrows,1,1,1,8,contig_154940
gene_12_contig_154940,12159,12413,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_13_contig_154940,12448,12855,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_14_contig_154940,12862,15396,+,phage prohead protease,phage prohead protease,whitesmoke,arrows,1,1,1,8,contig_154940
gene_15_contig_154940,15404,15811,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_16_contig_154940,15825,16742,+,major capsid protein,major capsid protein,whitesmoke,arrows,1,1,1,8,contig_154940
gene_17_contig_154940,16760,16969,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_18_contig_154940,16959,17381,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_19_contig_154940,17344,17742,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_20_contig_154940,17748,19865,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_21_contig_154940,19850,19975,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_22_contig_154940,19972,20145,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_23_contig_154940,20142,20462,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_24_contig_154940,20464,21009,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_25_contig_154940,21016,21729,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_26_contig_154940,21732,22829,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_27_contig_154940,22884,23933,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_28_contig_154940,23948,24145,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_29_contig_154940,24191,24541,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_30_contig_154940,24637,24828,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_31_contig_154940,24830,28318,+,Phage-related minor tail protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_32_contig_154940,28315,35601,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_33_contig_154940,35707,36408,-,"ERCC4-type nuclease, gene20","ERCC4-type nuclease, gene20",whitesmoke,arrows,1,1,1,8,contig_154940
gene_34_contig_154940,36450,36674,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_35_contig_154940,36643,37584,-,"Primase AE_Prim_S, gene21","Primase AE_Prim_S, gene21",whitesmoke,arrows,1,1,1,8,contig_154940
gene_36_contig_154940,37797,38651,-,"Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24","Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24",whitesmoke,arrows,1,1,1,8,contig_154940
gene_37_contig_154940,38648,38932,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
gene_38_contig_154940,39097,41325,-,DNA polymerase family B,DNA polymerase family B,Blue,arrows,1,1,1,8,contig_154940
gene_39_contig_154940,41322,41813,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,contig_154940
