name,start,end,strand,orf_annotation,conserved_proteins,col,gene_type,cex,lty,lwd,pch,chr
gene_1_778722464,3,554,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_2_778722464,606,947,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_3_778722464,1154,1510,+,SAP domain,,whitesmoke,arrows,1,1,1,8,778722464
gene_4_778722464,1521,2060,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_5_778722464,2060,2815,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_6_778722464,2815,3888,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_7_778722464,3938,4999,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_8_778722464,5043,5396,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_9_778722464,5453,5674,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_10_778722464,5677,9132,+,Intermediate filament protein. ,,whitesmoke,arrows,1,1,1,8,778722464
gene_11_778722464,9129,16127,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_12_778722464,16115,16831,-,"ERCC4-type nuclease, gene20","ERCC4-type nuclease, gene20",whitesmoke,arrows,1,1,1,8,778722464
gene_13_778722464,16996,17997,-,"Primase AE_Prim_S, gene21","Primase AE_Prim_S, gene21",whitesmoke,arrows,1,1,1,8,778722464
gene_14_778722464,17997,18155,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_15_778722464,18152,18988,-,"Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24","Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24",whitesmoke,arrows,1,1,1,8,778722464
gene_16_778722464,19036,19323,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_17_778722464,19359,21602,-,DNA polymerase family B,DNA polymerase family B,Blue,arrows,1,1,1,8,778722464
gene_18_778722464,21876,22733,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_19_778722464,22949,23944,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_20_778722464,23941,25152,-,"putative DNA-binding protein, gene29","putative DNA-binding protein, gene29",whitesmoke,arrows,1,1,1,8,778722464
gene_21_778722464,25157,26098,-,"Replication factor C small subunit, gene30","Replication factor C small subunit, gene30",whitesmoke,arrows,1,1,1,8,778722464
gene_22_778722464,26082,26651,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_23_778722464,26675,27046,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_24_778722464,27104,27280,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_25_778722464,27268,27912,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_26_778722464,27909,28124,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
gene_27_778722464,28108,28431,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,778722464
