name,start,end,strand,orf_annotation,conserved_proteins,col,gene_type,cex,lty,lwd,pch,chr
gene_1_775118401_ext,434,580,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_2_775118401_ext,896,1648,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_3_775118401_ext,1943,2335,-, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_4_775118401_ext,2325,3824,-,terminase,terminase,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_5_775118401_ext,4022,5485,-,UvrD-like helicase/homing endonuclease,UvrD-like helicase/homing endonuclease,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_6_775118401_ext,5617,5751,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_7_775118401_ext,5748,7172,+,phage portal protein,phage portal protein,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_8_775118401_ext,7200,8126,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_9_775118401_ext,8245,10170,+,phage prohead protease,phage prohead protease,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_10_775118401_ext,10172,10585,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_11_775118401_ext,10587,11513,+,major capsid protein,major capsid protein,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_12_775118401_ext,11519,11935,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_13_775118401_ext,11919,12353,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_14_775118401_ext,12356,17758,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_15_775118401_ext,17746,17895,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_16_775118401_ext,17895,20585,+,G8 domain,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_17_775118401_ext,20585,22807,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_18_775118401_ext,22816,23709,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_19_775118401_ext,23712,24032,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_20_775118401_ext,24065,24283,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_21_775118401_ext,24361,24528,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_22_775118401_ext,24534,24896,+,SAP domain,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_23_775118401_ext,24889,25062,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_24_775118401_ext,25037,26044,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_25_775118401_ext,26050,26706,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_26_775118401_ext,26708,27769,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_27_775118401_ext,27819,29450,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_28_775118401_ext,29462,29557,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_29_775118401_ext,29689,30045,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_30_775118401_ext,30060,30359,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_31_775118401_ext,30359,33205,+,Phage-related minor tail protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
gene_32_775118401_ext,33214,41433,+, hypothetical protein,,whitesmoke,arrows,1,1,1,8,775118401_ext
